left,right,container_chain,operation,left_member_index,right_member_index,left_name,right_name,left_sha256,right_sha256,left_size,right_size,left_format,right_format
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,36,36,,,a05f378bc3964f13ae0e01c721f85faae10189cbdb1ada92b72c849a76e40c3b,a05f378bc3964f13ae0e01c721f85faae10189cbdb1ada92b72c849a76e40c3b,832,832,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,37,37,,,7e1ab4ff6dc1dbea4333ae9488c4b970e12dfd6900126b4ebf6b5f219c696bfe,7e1ab4ff6dc1dbea4333ae9488c4b970e12dfd6900126b4ebf6b5f219c696bfe,832,832,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,38,38,,,d43788f7cd483e4c1c0fea487aaa69d5f164efaaf6c379dbb2d7c2f70c7dc914,d43788f7cd483e4c1c0fea487aaa69d5f164efaaf6c379dbb2d7c2f70c7dc914,1216,1216,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,39,39,,,614a5b72bc860f27cde2921cce9368f3c7795f41ada2565bf12208cba30bf88a,614a5b72bc860f27cde2921cce9368f3c7795f41ada2565bf12208cba30bf88a,1088,1088,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,40,40,,,c570839445f656b07d9c26b34eea8d2cddfc566cbae89977f33de8f0523988ec,c570839445f656b07d9c26b34eea8d2cddfc566cbae89977f33de8f0523988ec,1088,1088,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,41,41,,,3aac4af5157c2161260108ade9df373d9b1af7ac08f600367e9452ccdda64bc2,3aac4af5157c2161260108ade9df373d9b1af7ac08f600367e9452ccdda64bc2,2112,2112,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,42,42,,,fb54ade4d51f2baeeeaefa8805a84e00a8cf98dc8e8fc90be95525873518a741,fb54ade4d51f2baeeeaefa8805a84e00a8cf98dc8e8fc90be95525873518a741,2112,2112,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,43,43,,,53a6dc8b9a8aa340850ed5b76da74659412652e41f4e2cd83f5b7923f1f7fafd,53a6dc8b9a8aa340850ed5b76da74659412652e41f4e2cd83f5b7923f1f7fafd,2112,2112,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,44,44,,,56aac68a039c9332125149c3e97a632eab165c28079905be3d42893158a709d7,56aac68a039c9332125149c3e97a632eab165c28079905be3d42893158a709d7,2112,2112,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","포켓몬스터 소울실버 (Korea, IPGK, header ROM version 0)",/data/ug_parts.narc,equal,45,45,,,87dbc0822b4bd02e7bc696caae7b5b466748c710b51f2b059d41e6fe7e933fa7,87dbc0822b4bd02e7bc696caae7b5b466748c710b51f2b059d41e6fe7e933fa7,1216,1216,NCGR graphics,NCGR graphics
