left,right,container_chain,operation,left_member_index,right_member_index,left_name,right_name,left_sha256,right_sha256,left_size,right_size,left_format,right_format
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,82,82,,,ed9caca9e0314608df195e64c391017e2b4412ae7c71adf29dd2500a4e7852d6,ed9caca9e0314608df195e64c391017e2b4412ae7c71adf29dd2500a4e7852d6,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,83,83,,,d7221e9a0b01af6b17165d819a2b5a76fecca619da5e26e4a4096074a1b37199,d7221e9a0b01af6b17165d819a2b5a76fecca619da5e26e4a4096074a1b37199,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,84,84,,,d7221e9a0b01af6b17165d819a2b5a76fecca619da5e26e4a4096074a1b37199,d7221e9a0b01af6b17165d819a2b5a76fecca619da5e26e4a4096074a1b37199,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,85,85,,,c30d25f02d706d80b7474619681b10b5abd42fb5839972393732d306d649799c,c30d25f02d706d80b7474619681b10b5abd42fb5839972393732d306d649799c,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,86,86,,,6b2c2ff04b6b0bce2b2a5e952039aa52cfd1fc620ccc3477765efeaa3565b98d,6b2c2ff04b6b0bce2b2a5e952039aa52cfd1fc620ccc3477765efeaa3565b98d,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,87,87,,,3e7f49e989e372d34622472e4f11eb7b8a7ce070170d1aa8c34cc3ee0f0f9899,3e7f49e989e372d34622472e4f11eb7b8a7ce070170d1aa8c34cc3ee0f0f9899,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,88,88,,,9db96edd2826ac80c54634b1ddb26fa202ff4d5864e87b0ce3ac12c54ec46b88,9db96edd2826ac80c54634b1ddb26fa202ff4d5864e87b0ce3ac12c54ec46b88,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,89,89,,,2f915370d81dca6358f565e612669fc249c402fc6576072a457a1931fb0ba71b,2f915370d81dca6358f565e612669fc249c402fc6576072a457a1931fb0ba71b,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,90,90,,,0953551f3d0c56f7810bde12dc04c608c0cb24f2b64cf8c75c547837b223f7d8,0953551f3d0c56f7810bde12dc04c608c0cb24f2b64cf8c75c547837b223f7d8,560,560,NCGR graphics,NCGR graphics
"Pokémon Diamond Version (USA, ADAE, header ROM version 5)","Pokémon Pearl Version (USA, APAE, header ROM version 5)",/graphic/pst_gra.narc,equal,91,91,,,064275458defdb1f617d351c9a7912602ffb564ba6d59cfdc4f188fd683cb442,064275458defdb1f617d351c9a7912602ffb564ba6d59cfdc4f188fd683cb442,560,560,NCGR graphics,NCGR graphics
