left,right,container_chain,operation,left_member_index,right_member_index,left_name,right_name,left_sha256,right_sha256,left_size,right_size,left_format,right_format
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ug_trap.narc,equal,50,50,,,8b0b2787d40dce091e3a72bad9fa53797dcdeeafbae08f5f7f478854d8f5a074,8b0b2787d40dce091e3a72bad9fa53797dcdeeafbae08f5f7f478854d8f5a074,4816,4816,NCGR graphics,NCGR graphics
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ug_trap.narc,equal,51,51,,,dcc5bc55a65dc22c84cc1cb7e0d51bbefc03f851cc232d8f79a533d315f91671,dcc5bc55a65dc22c84cc1cb7e0d51bbefc03f851cc232d8f79a533d315f91671,552,552,NCLR palette,NCLR palette
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ug_trap.narc,equal,52,52,,,3a26c70cdb2d84f01e38c6650283027736eba4e0ca2c1a79cdabc9b14cdb6db6,3a26c70cdb2d84f01e38c6650283027736eba4e0ca2c1a79cdabc9b14cdb6db6,552,552,NCLR palette,NCLR palette
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,0,0,,,8e7d3c1159c83b9db17a015a92c422f1ceb5b941dbd3dd85ab8dfd571f317b4d,8e7d3c1159c83b9db17a015a92c422f1ceb5b941dbd3dd85ab8dfd571f317b4d,4656,4656,NCGR graphics,NCGR graphics
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,1,1,,,e3c3e0cf708b17efdbb635913a27e299d91f1619a4dbbea878a9f1a284f71d4b,e3c3e0cf708b17efdbb635913a27e299d91f1619a4dbbea878a9f1a284f71d4b,552,552,NCLR palette,NCLR palette
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,2,2,,,e5549eb6ddc8797ae9c4c959817cbca787d2f1806a02dbd03150a991047da038,e5549eb6ddc8797ae9c4c959817cbca787d2f1806a02dbd03150a991047da038,4656,4656,NCGR graphics,NCGR graphics
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,3,3,,,81292ac92aab402989cae4c896d488b8ac5d4888d9b492929c3945a9d9f520ce,81292ac92aab402989cae4c896d488b8ac5d4888d9b492929c3945a9d9f520ce,552,552,NCLR palette,NCLR palette
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,4,4,,,9082d4c4ec380836f4b632c390b3920d281b0ca5d88400f7a92110e8b192d5e6,9082d4c4ec380836f4b632c390b3920d281b0ca5d88400f7a92110e8b192d5e6,249,249,NANR animation,NANR animation
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,5,5,,,495762363eb6458506175d034310a5eeb35d72b6397a6087b2ac58bbd37a77ce,495762363eb6458506175d034310a5eeb35d72b6397a6087b2ac58bbd37a77ce,361,361,NCER cell,NCER cell
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,6,6,,,1e1401d8e26f9b75c0012cc1b448d33a7fc120cf6044931feb62ef755a555355,1e1401d8e26f9b75c0012cc1b448d33a7fc120cf6044931feb62ef755a555355,214,214,NANR animation,NANR animation
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,7,7,,,87f04af63380d9c8c386ed63320acc9ab90c4ed18368b7b5fdb98475ec36dfc5,87f04af63380d9c8c386ed63320acc9ab90c4ed18368b7b5fdb98475ec36dfc5,202,202,NCER cell,NCER cell
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/ugeffect_obj_graphic.narc,equal,8,8,,,7e6d1e0c0a3c5701f5f3b462397271837b0bbfa549819ed1ab7dbaed0eb31c21,7e6d1e0c0a3c5701f5f3b462397271837b0bbfa549819ed1ab7dbaed0eb31c21,8240,8240,NCGR graphics,NCGR graphics
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/underg_radar.narc,equal,0,0,,,f203d2d3c2d6e15fd7d860841fb42181f96919edabd5c7792829f5646e0c56a4,f203d2d3c2d6e15fd7d860841fb42181f96919edabd5c7792829f5646e0c56a4,552,552,NCLR palette,NCLR palette
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/underg_radar.narc,equal,1,1,,,29c268f78829ef0669bc00941ff588ca5a00ecbe9970aeadad3fedd95c403693,29c268f78829ef0669bc00941ff588ca5a00ecbe9970aeadad3fedd95c403693,32832,32832,NCGR graphics,NCGR graphics
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/underg_radar.narc,equal,2,2,,,9e1c3a5074ac65402eaf0c71f302375e382671da0db827461a40c22cfabf1615,9e1c3a5074ac65402eaf0c71f302375e382671da0db827461a40c22cfabf1615,2084,2084,NSCR screen map,NSCR screen map
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/underg_radar.narc,equal,3,3,,,de84876a3fc1b15b941d633b722e9dde465513e9d4488cbd3bcd819a15aef7b6,de84876a3fc1b15b941d633b722e9dde465513e9d4488cbd3bcd819a15aef7b6,552,552,NCLR palette,NCLR palette
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/underg_radar.narc,equal,4,4,,,2b4e3a5da0c2b02b331fae551d5a645244c639a3b150717fc47c41f6915839e7,2b4e3a5da0c2b02b331fae551d5a645244c639a3b150717fc47c41f6915839e7,3152,3152,NCGR graphics,NCGR graphics
"Pokémon Pearl Version (USA, APAE, header ROM version 5)","포켓몬스터 하트골드 (Korea, IPKK, header ROM version 0)",/data/underg_radar.narc,equal,5,5,,,c132fac3330d98cfb6381900196a5186818f15dd218d954dbb372cde30ed8709,c132fac3330d98cfb6381900196a5186818f15dd218d954dbb372cde30ed8709,1154,1154,NCER cell,NCER cell
